1._Nombre_de_encuestador,2._Fecha_y_Hora_inicio,"3._Buenos_dias/_tardes,_mi_nombre_es__________________soy_encuestador/a_y_junto_a_la_Superintendencia_de_Servicios_Publicos_y_Domiciliarios_estamos_indagando_acerca_de_como_estan_siendo_atendidas_sus_peticiones,_quejas_y/o_reclamos._Su_participacion_es_voluntaria_y_tanto_su_identidad,_como_las_respuestas_suministradas_seran_de_caracter_confidencial._Esta_encuesta_toma_alrededor_de_10_minutos,_¿estaria_dispuesto(a)_a_responder_unas_preguntas?","4._¿Autoriza_a_la_Superservicios_para_hacer_tratamiento_de_sus_datos_personales,_de_acuerdo_con_lo_establecido_en_la_Ley_1581_de_2012_y_la_Politica_de_tratamiento_de_datos_personales_de_la_entidad_publicada_en_https://www.superservicios.gov.co/Politica-de-tratamiento-de-datos?",Otro,8._Su_edad_se_encuentra_entre,9._Departamento,10._Municipio,11._Nombre_Punto_Atencion,12._Empresa,13._¿Por_que_motivo_viene_usted_hoy_a_este_punto_de_atencion?,Otro.1,14._Ud._visita_el_punto_de_atencion_¿Como?,Otro.2,15._¿Coincide_su_lugar_de_residencia_con_el_lugar_donde_esta_siendo_atendido?,16._Ud._Se_identifica_como,Otro.3,17._Pertenece_a_alguna_de_las_siguientes_etnias,Otro.4,18._¿Su_direccion_es_la_misma_que_registra_en_su_factura?,20._¿En_que_tipo_de_zona_vive_en_este_momento?,21._¿Cual_es_su_estado_civil_actualmente?,Otro.5,22._¿Cual_es_su_mayor_nivel_de_estudios?,Otro.6,23._Indiqueme_por_favor_si_el_lugar_en_el_que_vive_es:,Otro.7,24._¿Cual_es_su_principal_ocupacion,Otro.8,25._¿Cuantas_personas_actualmente_componen_su_hogar?,26._¿Cuanto_tiempo_le_toma_desde_su_lugar_de_vivienda_a_este_punto_de_atencion?,"27._Aproximadamente,_¿Cuanto_dinero_estima_que_sera_gastado_para_esta_diligencia?",Otro.9,28._¿A_que_servicio_refiere_su_visita_al_punto_de_atencion?,Otro.10,29._¿Que_tipo_de_gestion_llevara_a_cabo?,Otro.11,30._Su_inconformidad/solicitud_o_peticion_tiene_que_ver_con,Compartanos_si_considera_que_otra_razon_distinta_que_quiera_compartir_de_forma_muy_corta,"30.1_Como_su_respuesta_fue_facturacion,_indique",Otro.12,"30.1_Como_su_respuesta_fue_Prestacion_del_servicio,_indique",Otro.13,31._Como_califica_la_prestacion_del_servicio_por_parte_de_la_empresa,Otro.14,"32._En_este_momento,_¿ud_ya_fue_atendido?",32.1_Elija_la_escala_en_la_cual_se_encuentra_luego_de_ser_atendido,32.1_Elija_la_percepcion_que_tiene_en_este_momento,33._Frente_a_su_motivo_de_visita_al_punto_de_atencion_hubiera_preferido:,Otro.15,34.1._¿En_cuanto_tiempo_espera_una_respuesta_a_su_PQR?,34.1_¿En_cuanto_desearia_una_respuesta_a_su_PQR?,"35._Si_No_recibe_respuesta_a_su_solicitud_dentro_del_tiempo_estipulado,_¿Que_accion_tomaria?",Buscaria_otra_solucion._¿Cual?,36._Si_Ud._Recibe_una_respuesta_con_la_cual_NO_ESTA_DE_ACUERDO,Otro.16,"37._¿La_empresa_prestadora_de_servicio_le_explico_que,_si_USTED_no_esta_de_acuerdo_con_su_respuesta_puede_pedir_que_la_revisen_o_que_otra_autoridad_la_evalue?",Otro.17,38._Sobre_la_Superintendencia_de_Servicios_Publicos_Domiciliarios_(SSPD)_usted:,Otro.18,39._¿Que_tan_satisfecho_esta_con_la_atencion_brindada_en_este_punto?,40._¿tiene_su_factura_del_servicio_motivo_de_visita_a_la_mano?,CreationDate,EditDate,x,y,Duracion_(minutos)
d55e8cb90044,2024-12-09 10:56:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,ESTA PARADO EL CONTADOR Y ME DIJERON QUE TOCABA CAMBIARLO NO ESTOY DE ACUERDO CON ESE COBRO TAN COSTOSO Y QUE COBRAN USTEDES HASTA POR UN ALFILER ES EL COLMO,Quien alquila la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Media,,Arrendada,,Trabajador(a) independiente,,3,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Solicitar informacion,,Prestacion del servicio,nan,nan,,other,DICEN QUE EL CONTADOR ESTA PEGADO PURO NEGOCIO DE LA EMPRESA PARA ROBAR EL USIARIO,Regular,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Neutral,Si,2024-12-09 11:04:22.707,2024-12-09 11:04:22.707,-74.0809480303906,4.62582518812903,8.378449999999999
d55e8cb90044,2024-12-09 11:04:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,VENGO HACER CAMBIO DE TITULAR,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,Trabajador(a) independiente,,3,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,other,CAMBIO DE TITULAR,Facturacion,nan,other,CAMBIO DE TITULAR,nan,,Regular,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,VENGO HACER CAMBIO DE TITULAR,Creo que es la entidad que prov,,Neutral,Si,2024-12-09 11:10:18.545,2024-12-09 11:10:18.545,-74.0811006,4.6255802,6.309083333333334
d55e8cb90044,2024-12-09 11:30:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,TENGO EL CONTADOR TRABADO HACE MAS DE UN ANO EL ACUEDUCTO NO HA ECHO NADA CERRARON EL CASO SIN DARLE SOLUCION,Quien alquila la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Arrendada,,Cuidador(a) del hogar,,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,TENGO EL CONTADOR DANADO HACE MAS DE UN ANO Y EL ACUEDUCTO ME COBRA DE SERVICIO A OJO SUPER COSTOSOS CUANDO SOLO VIVIMOS DOS PERSONAS UN ADULTO Y UNA NINA DE 8 ANOS CON AUTISMO USA PANAL ES EL COLMO EL SERVICIO TAN COSTOSO,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Neutral,Si,2024-12-09 11:41:05.108,2024-12-09 11:41:05.108,-74.0810661,4.6255675,11.08513333333333
d55e8cb90044,2024-12-09 11:42:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,SOLICITUD DE INFORMACION FACTURA,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,SOLICITUD DE INFORMACION FACTURA,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,other,SOLICITUD DE INFORMACION FACTURA,other,ESPERO UNA PRONTA RESPUESTA A MI SOLICITUD,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-12-09 11:48:21.186,2024-12-09 11:48:21.186,-74.0814626969629,4.62956706603908,6.3531
d55e8cb90044,2024-12-09 11:51:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,No he recibido la factura,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Basica primaria,,Propia,,Cuidador(a) del hogar,,1,Entre 30 minutos a 60 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,other,NO ME LLEGAN LAS FACTURAS NI FISICA NI AL CORREO Y ME PONEN A CORRER PARA IMPRIMIRLA ME PARECE EL COLMO NO SE PIENSE EN LAS PERSONAS DE LA TERCERA EDAD,nan,,Regular,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,other,NO ME LLEGA LA FACTURA ME PARECE EL COLMO QUE NO PIENSEN EN LOS ABUELITOS,other,NO ME LLEGA LA FACTURA Y YA ESTOY MUY VIEJITA PARA ESOS TROTES,Nunca habia escuchado sobre est,,Neutral,Si,2024-12-09 12:03:03.243,2024-12-09 12:03:03.243,-74.0811384,4.625569,12.05405
d55e8cb90044,2024-12-09 12:03:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ENEL,No he recibido la factura,,other,NO ME LLEGA LA FACTURA NI FISICA NI AL CORREO,No,Mujer,,Ninguno,,Si,Urbana,Viudo/a,,Superior (incluye postgrado),,Propia,,Cuidador(a) del hogar,,1,Menos de 30 minutos,Menos de $10.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,other,NO ME LLEGA LA FACTURA NI FISICA NI AL CORREO,nan,,Regular,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Creo que es la entidad que prov,,Neutral,Si,2024-12-09 12:10:23.613,2024-12-09 12:10:23.613,-74.0810845,4.6255699,7.39355
d55e8cb90044,2024-12-09 12:46:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,VANTI,other,EL SERVICIO SE ENCUENTRA SUSPENDIDO MIS INQUILINOS NO PAGAN,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,1,Entre una hora y dos horas,Menos de $10.000,,Gas Natural,,Solicitar informacion,,Prestacion del servicio,nan,nan,,other,EL SERVICIO ESTA SUSPENDIDO,Buena,,Si,Mi motivo de visita fue complet,nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,Si,2024-12-09 12:53:15.767,2024-12-09 12:53:15.767,-74.0800719329948,4.62621280308414,7.262783333333333
d55e8cb90044,2024-12-09 12:55:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,A MI VECINO SE LE TAPO LA CANERIA Y ESTA AFECTANDO MI PREDIO YA DI AVISO PERO EL ACUEDUCTO NO SE HA ECHO RESPONSABLE DEL DANO Y LOS MALOS OLORES ME ESTAN AFECTANDO,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Soltero/a,,Superior (incluye postgrado),,Propia,,Empleado(a) en el sector privad,,1,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,MI VECINO TIENE LA CANERIA TAPADA Y LOS MALOS OLORES ME ESTAN AFECTANDO,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION POR PARTE DEL ACUEDUCTO YA QUE NO ME SOPORTO LOS MALOS OLORES EN MI PREDIO,Se que es la entidad encargada,,Neutral,Si,2024-12-09 13:06:21.705,2024-12-09 13:06:21.705,-74.0808026320044,4.625489695216,11.36175
d55e8cb90044,2024-12-09 13:14:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,VENGO A SOLICITAR FINANCIACION DE LA FACTURA,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Union libre,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,4,Entre una hora y dos horas,De $10.000 a $30.000,,Acueducto,,Solicitar informacion,,Facturacion,nan,other,VENGO A SOLICITAR FINANCIACION DE LA FACTURA,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Satisfecho,Si,2024-12-09 13:21:06.254,2024-12-09 13:21:06.254,-74.0769524707389,4.62876691251278,7.104233333333334
d55e8cb90044,2024-12-09 13:22:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,ME LLEGARON FACTURAS DEL MES DE DICIEMBRE CON DIFERENTE COBRO Y DIFERENTE NUMERA DE CUENTA CONTRATO,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Divorciado/a,,Basica primaria,,Propia,,Cuidador(a) del hogar,,1,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,other,ME LLEGARON DOS FACTURAS DEL MISMO MES CON DIFERENTE COBRO Y DIFERENTE NUMEROS DE CUENTA CONTRATO UNO CON EL NUMERO [TEL]Y EL OTRO [TEL],nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION,Creo que es la entidad que prov,,Neutral,Si,2024-12-09 13:30:20.779,2024-12-09 13:30:20.779,-74.0811193,4.6256631,8.346316666666667
d55e8cb90044,2024-12-09 13:37:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,other,HICIERON UNAS OBRAS POR MI CUADRA HICIERON UN ANDEN PERO QUEDO MAL ECHO SE ME ESTA FILTRANDO EL AGUA POR DEBAJO DE MI CASA NECESITO VISITA DEL ACUEDUCTO CON URGENCIA EN LA SIGJIENTE DIRECCION CLL 72F # 111 - 29 BARRIO LA PERLA,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,Trabajador(a) independiente,,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Prestacion del servicio,nan,nan,,other,HICIERON UNAS OBRAS EN MI BARRIO Y QUEDARON MAL ECHAS SE ME ESTA FILTRANDO EL AGUA EN MI PREDIO,Mala,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,NECESITO VISITA DEL ACUEDUCTO CON URGENCIA YA QUE SE ME ESTA FILTRANDO EL AGUA EN MI PREDIO,Creo que es la entidad que prov,,Neutral,No,2024-12-09 13:45:55.244,2024-12-09 13:45:55.244,-74.0810998,4.6255877,8.920733333333335
d55e8cb90044,2024-12-09 13:46:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,No estoy de acuerdo con los val,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Basica secundaria,,Propia,,Cuidador(a) del hogar,,6,Menos de 30 minutos,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que me hicieron un co,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION YA QUE SE DAN GARRA CON ESOS COBROS TAN EXCESIVOS EN LOS SERVICIOS,Creo que es la entidad que prov,,Insatisfecho,Si,2024-12-09 14:00:36.605,2024-12-09 14:00:36.605,-74.0807926893589,4.62602437265361,14.61008333333333
d55e8cb90044,2024-12-09 14:00:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Cuidador(a) del hogar,,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,ESPERO UNA PRONTA SOLUCION YA QUE EL LIME ACUEDUCTO Y ALCANTARILLADO SOLO SE SABEN HACER UNOS COBROS EXCESIVOS,Se que es la entidad encargada,,Insatisfecho,Si,2024-12-09 14:07:46.727,2024-12-09 14:07:46.727,-74.0810573620497,4.62586887962295,7.778783333333333
d55e8cb90044,2024-12-09 14:11:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,Pensionado(a),,3,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,Si,"Fui atendido, la orientacion fu",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-12-09 14:18:08.567,2024-12-09 14:18:08.567,-74.0810161129225,4.6256275104299,7.142783333333333
8f06e30822d1,2024-12-09 14:20:00.000,Si,SI AUTORIZO,,Mayor a 60 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ENEL,No estoy de acuerdo con el cons,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Media,,Propia,,Cuidador(a) del hogar,,2,Entre una hora y dos horas,De $10.000 a $30.000,,Energia Electrica,,Presentar una reclamacion,,Facturacion,nan,other,ME HICIERON UN COBRO EXCESIVO POR UNA MALA CONEXION QUE HIZO ENEL Y ME LO RESULTARON COBRANDO A MI SON UNOS LADRONES ABUSIVOS,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Se que es la entidad encargada,,Insatisfecho,Si,2024-12-09 14:32:27.912,2024-12-09 14:32:27.912,-74.0803735442353,4.62630388663178,12.4652
d55e8cb90044,2024-12-09 14:34:00.000,Si,SI AUTORIZO,,41 y 59 anos,"BOGOTA, D.C.","BOGOTA, D.C.",SUPER CADE 30,ACUEDUCTO,No estoy de acuerdo con el valo,,El dueno de la propiedad,,No,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica primaria,,Propia,,Desempleado(a),,2,Entre una hora y dos horas,Menos de $10.000,,Acueducto,,Presentar una reclamacion,,Facturacion,nan,Considero que el cobro de mi se,,nan,,Mala,,No,nan,No confio en que me orienten ad,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,other,NO ESTOY DE ACUERDO CON EL COBRO Y EL ALZA DEL SERVICIO ES UNA EXAGERACION,Se que es la entidad encargada,,Insatisfecho,Si,2024-12-09 14:43:02.347,2024-12-09 14:43:02.347,-74.0813357942504,4.62553938224529,9.039116666666667
f2506f32a669,2024-12-09 10:10:36.856,Si,SI AUTORIZO,,Mayor a 60 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Informacion.,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Divorciado/a,,Basica primaria,,Arrendada,,Cuidador(a) del hogar,,4,Menos de 30 minutos,De $10.000 a $30.000,,Gas Natural,,Solicitar informacion,,Facturacion,nan,other,Informacion.,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Satisfecho,Si,2024-12-10 05:42:42.501,2024-12-10 05:42:42.501,-73.991955,5.02586333333333,1172.094083333333
f2506f32a669,2024-12-09 10:26:08.737,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Activar el servivcio.,El dueno de la propiedad,,Si,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Empresario(a) / Propietario(a),,4,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,other,Activar una cuenta.,other,Activar una cuenta.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Que fuera por telefono o Whatsa,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Pediria una revision a la empre,,other,En espera,Se que es la entidad encargada,,Neutral,Si,2024-12-10 05:42:45.023,2024-12-10 05:42:45.023,-73.9918933333333,5.02630666666667,1156.604766666667
f2506f32a669,2024-12-09 10:37:31.932,Si,SI AUTORIZO,,Mayor a 60 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,No estoy de acuerdo con el valo,,El dueno de la propiedad,,Si,Hombre,,Ninguno,,No,Urbana,Casado/a,,Basica secundaria,,Propia,,Pensionado(a),,3,Menos de 30 minutos,Mas de $100.000,,Gas Natural,,Averiguar respuesta a una petic,,Facturacion,nan,Considero que me estan cobrando,,nan,,Buena,,No,nan,Creo que la atencion y orientac,Quiero asistir presencialmente,,nan,Entre una semana y un mes,Contactar Nuevamente,nan,Pediria una revision a la empre,,"Si, y me explicaron como hacerl",,Se que es la entidad encargada,,Insatisfecho,Si,2024-12-10 05:42:45.689,2024-12-10 05:42:45.689,-73.9916566666667,5.02633666666667,1145.229283333333
cf77b887382d,2024-12-09 10:49:29.562,Si,SI AUTORIZO,,41 y 59 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Cambio de sucriptor,Quien usa el servicio,,No,Hombre,,Ninguno,,Si,Rural,Divorciado/a,,Media,,Propia,,Trabajador(a) independiente,,6,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,other,Cambio de sucriptor.,other,Cambio de sucriptor.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Que lo atendieran virtualmente,,nan,Menos de una semana,Esperar Mas Tiempo,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,Nunca habia escuchado sobre est,,Neutral,No,2024-12-10 05:42:46.386,2024-12-10 05:42:46.386,-73.9919983333333,5.02644,1133.2804
f2506f32a669,2024-12-09 11:02:17.929,Si,SI AUTORIZO,,Mayor a 60 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Informacion.,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,2,Menos de 30 minutos,Menos de $10.000,,Gas Natural,,Solicitar informacion,,other,Informacion.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, pero no me dieron mas detal",,Creo que es la entidad que prov,,Neutral,Si,2024-12-10 05:42:48.063,2024-12-10 05:42:48.063,-73.9919216666667,5.02614166666667,1120.502233333333
f2506f32a669,2024-12-09 11:11:08.796,Si,SI AUTORIZO,,25 y 40 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Cambio del sucriptor.,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Urbana,Casado/a,,Superior (incluye postgrado),,Propia,,Trabajador(a) independiente,,3,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,other,Cambio del nombre de factura.,other,Cambio del nombre de la factura.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Presentar una queja o reclamo,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,Se que es la entidad encargada,,Neutral,Si,2024-12-10 05:42:49.140,2024-12-10 05:42:49.140,-73.9916733333333,5.02623666666667,1111.6724
f2506f32a669,2024-12-09 11:19:30.521,Si,SI AUTORIZO,,18 y 24 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,other,Informacion.,Quien usa el servicio,,No,Hombre,,Ninguno,,Si,Urbana,Soltero/a,,Basica secundaria,,Propia,,Trabajador(a) independiente,,1,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,other,Informacion.,other,Informacion.,nan,,nan,,Regular,,Si,Mi motivo de visita fue complet,nan,Que lo atendieran virtualmente,,Menos de una semana,nan,Contactar Nuevamente,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,Se que es la entidad encargada,,Satisfecho,Si,2024-12-10 05:42:49.633,2024-12-10 05:42:49.633,-73.9918483333333,5.02638166666667,1103.318533333333
f2506f32a669,2024-12-09 11:29:18.086,Si,SI AUTORIZO,,41 y 59 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,No he recibido la factura,,El dueno de la propiedad,,No,Mujer,,Ninguno,,Si,Rural,Casado/a,,Superior (incluye postgrado),,other,Familiar,Cuidador(a) del hogar,,53,Entre una hora y dos horas,De $10.000 a $30.000,,Gas Natural,,Solicitar informacion,,other,Solicitar informacion.,nan,,nan,,Buena,,No,nan,Estoy seguro de que resolvere e,Quiero asistir presencialmente,,nan,Menos de una semana,Contactar Nuevamente,nan,Pediria una revision a la empre,,No me proporcionaron ninguna in,,Creo que es la entidad que prov,,Satisfecho,Si,2024-12-10 05:42:50.506,2024-12-10 05:42:50.506,-73.991765,5.02633333333333,1093.540333333333
f2506f32a669,2024-12-09 11:57:13.700,Si,SI AUTORIZO,,Mayor a 60 anos,CUNDINAMARCA,ZIPAQUIRA,VANTI MEGACITY,VANTI,No estoy de acuerdo con la frec,,El dueno de la propiedad,,Si,Hombre,,Ninguno,,Si,Urbana,Casado/a,,Basica primaria,,Propia,,Pensionado(a),,6,Entre 30 minutos a 60 minutos,De $10.000 a $30.000,,Gas Natural,,Solicitar informacion,,other,Informacion por afiliacion.,nan,,nan,,Mala,,Si,"Fui atendido, pero la orientaci",nan,Quiero asistir presencialmente,,Menos de una semana,nan,Presentar una queja o reclamo,nan,Elevaria una queja a una autori,,"Si, y me explicaron como hacerl",,Nunca habia escuchado sobre est,,Neutral,Si,2024-12-10 05:42:52.970,2024-12-10 05:42:52.970,-73.9916616666667,5.02644166666667,1065.6545
